iter_index,time,Tl_207,Pb_207,Pb_211,Bi_211,Bi_215,Po_211,Po_215,At_219,Rn_219,Fr_223,Ra_223,Ac_227,Th_227,Th_231,Pa_231,U_235
6790,6.79,0.990751,5338.04,6.98022,0.422735,1.75021e-07,4.696e-06,3.76842e-06,1.5029e-08,0.00837895,0.00565494,2089.55,0,0,0,0,0
6800,6.8,0.986323,5338.13,6.95276,0.421005,1.71743e-07,4.67678e-06,3.76832e-06,1.47476e-08,0.00837874,0.00554905,2089.5,0,0,0,0,0
6810,6.81,0.981945,5338.22,6.92562,0.419295,1.68527e-07,4.65778e-06,3.76823e-06,1.44714e-08,0.00837852,0.00544515,2089.44,0,0,0,0,0
6820,6.82,0.977617,5338.3,6.89878,0.417605,1.65372e-07,4.639e-06,3.76813e-06,1.42005e-08,0.00837831,0.00534319,2089.39,0,0,0,0,0
6830,6.83,0.973339,5338.39,6.87226,0.415933,1.62276e-07,4.62043e-06,3.76804e-06,1.39346e-08,0.0083781,0.00524315,2089.34,0,0,0,0,0
6840,6.84,0.969109,5338.47,6.84603,0.414281,1.59237e-07,4.60207e-06,3.76794e-06,1.36737e-08,0.00837789,0.00514499,2089.29,0,0,0,0,0
6850,6.85,0.964928,5338.56,6.8201,0.412648,1.56256e-07,4.58393e-06,3.76785e-06,1.34177e-08,0.00837768,0.00504866,2089.23,0,0,0,0,0
6860,6.86,0.960795,5338.64,6.79447,0.411033,1.5333e-07,4.56598e-06,3.76775e-06,1.31664e-08,0.00837747,0.00495413,2089.18,0,0,0,0,0
6870,6.87,0.956708,5338.72,6.76913,0.409437,1.50459e-07,4.54825e-06,3.76766e-06,1.29199e-08,0.00837726,0.00486136,2089.13,0,0,0,0,0
6880,6.88,0.952668,5338.81,6.74408,0.407858,1.47641e-07,4.53071e-06,3.76756e-06,1.26779e-08,0.00837705,0.00477031,2089.07,0,0,0,0,0
6890,6.89,0.948674,5338.89,6.71931,0.406298,1.44876e-07,4.51338e-06,3.76747e-06,1.24404e-08,0.00837683,0.00468095,2089.02,0,0,0,0,0
6900,6.9,0.944726,5338.97,6.69482,0.404756,1.42162e-07,4.49624e-06,3.76737e-06,1.22074e-08,0.00837662,0.00459327,2088.97,0,0,0,0,0
6910,6.91,0.940823,5339.06,6.67062,0.403231,1.395e-07,4.4793e-06,3.76728e-06,1.19788e-08,0.00837641,0.00450726,2088.92,0,0,0,0,0
6920,6.92,0.936964,5339.14,6.64669,0.401723,1.36887e-07,4.46255e-06,3.76718e-06,1.17545e-08,0.0083762,0.00442285,2088.86,0,0,0,0,0
6930,6.93,0.93315,5339.22,6.62303,0.400233,1.34324e-07,4.44599e-06,3.76709e-06,1.15344e-08,0.00837599,0.00434002,2088.81,0,0,0,0,0
6940,6.94,0.929379,5339.3,6.59965,0.39876,1.31808e-07,4.42963e-06,3.76699e-06,1.13183e-08,0.00837578,0.00425874,2088.76,0,0,0,0,0
6950,6.95,0.925651,5339.38,6.57653,0.397303,1.2934e-07,4.41344e-06,3.7669e-06,1.11064e-08,0.00837557,0.00417899,2088.71,0,0,0,0,0
6960,6.96,0.921965,5339.46,6.55367,0.395864,1.26918e-07,4.39745e-06,3.7668e-06,1.08984e-08,0.00837536,0.00410073,2088.65,0,0,0,0,0
6970,6.97,0.918322,5339.54,6.53108,0.39444,1.24541e-07,4.38163e-06,3.76671e-06,1.06943e-08,0.00837514,0.00402394,2088.6,0,0,0,0,0
6980,6.98,0.91472,5339.62,6.50874,0.393033,1.22209e-07,4.366e-06,3.76661e-06,1.04941e-08,0.00837493,0.00394859,2088.55,0,0,0,0,0
6990,6.99,0.911159,5339.7,6.48666,0.391642,1.19921e-07,4.35054e-06,3.76652e-06,1.02976e-08,0.00837472,0.00387465,2088.49,0,0,0,0,0
7000,7,0.907639,5339.78,6.46483,0.390267,1.17675e-07,4.33526e-06,3.76642e-06,1.01048e-08,0.00837451,0.00380211,2088.44,0,0,0,0,0
7010,7.01,0.904159,5339.86,6.44324,0.388907,1.15472e-07,4.32016e-06,3.76633e-06,9.91557e-09,0.0083743,0.00373092,2088.39,0,0,0,0,0
7020,7.02,0.900719,5339.94,6.42191,0.387563,1.1331e-07,4.30523e-06,3.76623e-06,9.72993e-09,0.00837409,0.00366107,2088.34,0,0,0,0,0
7030,7.03,0.897318,5340.02,6.40081,0.386234,1.11189e-07,4.29046e-06,3.76614e-06,9.54776e-09,0.00837388,0.00359253,2088.28,0,0,0,0,0
7040,7.04,0.893956,5340.1,6.37996,0.384921,1.09107e-07,4.27587e-06,3.76604e-06,9.36899e-09,0.00837366,0.00352526,2088.23,0,0,0,0,0
7050,7.05,0.890632,5340.18,6.35934,0.383622,1.07064e-07,4.26144e-06,3.76595e-06,9.19354e-09,0.00837345,0.00345924,2088.18,0,0,0,0,0
7060,7.06,0.887346,5340.25,6.33896,0.382338,1.05058e-07,4.24717e-06,3.76585e-06,9.02135e-09,0.00837324,0.00339445,2088.13,0,0,0,0,0
7070,7.07,0.884097,5340.33,6.31881,0.381068,1.0309e-07,4.23307e-06,3.76576e-06,8.85234e-09,0.00837303,0.00333086,2088.07,0,0,0,0,0
7080,7.08,0.880885,5340.41,6.29889,0.379814,1.01159e-07,4.21913e-06,3.76566e-06,8.68655e-09,0.00837282,0.00326848,2088.02,0,0,0,0,0
7090,7.09,0.87771,5340.49,6.2792,0.378573,9.92651e-08,4.20535e-06,3.76557e-06,8.52388e-09,0.00837261,0.00320727,2087.97,0,0,0,0,0
7100,7.1,0.874571,5340.56,6.25973,0.377347,9.74061e-08,4.19172e-06,3.76547e-06,8.36425e-09,0.0083724,0.00314721,2087.92,0,0,0,0,0
7110,7.11,0.871468,5340.64,6.24048,0.376134,9.55819e-08,4.17825e-06,3.76538e-06,8.2076e-09,0.00837219,0.00308827,2087.86,0,0,0,0,0
7120,7.12,0.8684,5340.71,6.22145,0.374936,9.37918e-08,4.16493e-06,3.76528e-06,8.05389e-09,0.00837197,0.00303043,2087.81,0,0,0,0,0
7130,7.13,0.865368,5340.79,6.20264,0.373751,9.20353e-08,4.15177e-06,3.76519e-06,7.90306e-09,0.00837176,0.00297368,2087.76,0,0,0,0,0
